t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
149580.0000,150660.0000,145260.0000,160751.0000,138780.0000,144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,146248.5000
149580.0000,142020.0000,148871.0000,144720.0000,143640.0000,158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,146013.7000
140400.0000,135540.0000,157511.0000,148500.0000,142020.0000,146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,145088.4000
150660.0000,145260.0000,160751.0000,138780.0000,144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,149729.3000
142020.0000,148871.0000,144720.0000,143640.0000,158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,155421.5000
135540.0000,157511.0000,148500.0000,142020.0000,146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,143747.2000
145260.0000,160751.0000,138780.0000,144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,153257.7000
148871.0000,144720.0000,143640.0000,158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,155177.6000
157511.0000,148500.0000,142020.0000,146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,144163.1000
160751.0000,138780.0000,144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,157902.9000
144720.0000,143640.0000,158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,148239.0000
148500.0000,142020.0000,146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,145881.6000
138780.0000,144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,159796.0000
143640.0000,158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,149311.7000
142020.0000,146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,147302.2000
144720.0000,135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,155442.8000
158220.0000,148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,151313.9000
146880.0000,136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,141603.8000
135540.0000,137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,152616.1000
148500.0000,148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,147518.9000
136620.0000,142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,144578.9000
137160.0000,131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,150689.3000
148500.0000,159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,141580.0000
142560.0000,131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,147147.0000
131220.0000,149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,149253.1000
159840.0000,149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,155765.7000
131220.0000,142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,147298.9000
149040.0000,140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,151152.1000
149951.0000,144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,144740.1000
142931.0000,145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,149623.5000
140231.0000,150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,149728.0000
144180.0000,142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,146957.2000
145260.0000,143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,145492.0000
150660.0000,143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,151827.2000
142020.0000,151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,153041.7000
143640.0000,135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,144815.6000
143640.0000,146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148033.8000
151740.0000,158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,147935.9000
135000.0000,142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,150020.0000
146340.0000,151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,147308.2000
158760.0000,163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,149395.0000
142560.0000,150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,147326.0000
151200.0000,127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,150008.3000
163620.0000,153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,159300.0000,154514.5000
150120.0000,163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,137700.0000,145908.1000
127440.0000,145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,156600.0000,153187.4000
153191.0000,147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,159300.0000,160380.0000,152655.9000
163991.0000,151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,137700.0000,142020.0000,145733.1000
145631.0000,144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,156600.0000,156060.0000,154716.0000
147960.0000,161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,159300.0000,160380.0000,161460.0000,154683.4000
151740.0000,140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,137700.0000,142020.0000,143640.0000,145069.8000
144720.0000,152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,156600.0000,156060.0000,157140.0000,155511.0000
161460.0000,152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,159300.0000,160380.0000,161460.0000,153900.0000,152252.7000
140940.0000,150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,137700.0000,142020.0000,143640.0000,126360.0000,144802.5000
152820.0000,152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,156600.0000,156060.0000,157140.0000,157680.0000,155790.4000
152280.0000,149040.0000,154440.0000,162540.0000,153731.0000,134460.0000,142560.0000,148500.0000,141480.0000,142020.0000,148500.0000,147251.0000,136080.0000,152820.0000,146340.0000,143640.0000,158760.0000,157511.0000,151200.0000,159300.0000,160380.0000,161460.0000,153900.0000,156600.0000,155307.7000
150120.0000,148500.0000,140940.0000,147420.0000,140231.0000,152820.0000,144720.0000,144720.0000,151200.0000,154440.0000,133380.0000,158051.0000,131220.0000,126900.0000,138240.0000,138780.0000,140940.0000,157511.0000,147420.0000,137700.0000,142020.0000,143640.0000,126360.0000,135540.0000,143064.4000
152820.0000,149580.0000,139320.0000,152280.0000,157511.0000,157680.0000,162000.0000,164700.0000,162540.0000,154440.0000,153900.0000,149951.0000,149040.0000,153900.0000,147420.0000,155520.0000,139320.0000,148331.0000,151200.0000,156600.0000,156060.0000,157140.0000,157680.0000,153360.0000,153482.1000
